name,full_name,born
The Earl of Rosebery,Archibald Philip Primrose,1847-05-07 00:00:00
Archibald S. Clarke,,1788
Archibald Roosevelt,,1894-04-09 00:00:00
Archibald S. Alexander,Archibald Stevens Alexander,1880-08-22 00:00:00
Archibald Watson,,1874-10-22 00:00:00
Archibald Stuart,,"December 2, 1795"
Archibald Willis,Archibald Dudingston Willis,1842
The Earl Wavell,Archibald Percival Wavell,1883-05-05 00:00:00
The Earl Wavell,,1916-05-11 00:00:00
Archibald Yell,,1797-08-09 00:00:00
Archibald Williams,Archibald Williams,1801-06-10 00:00:00
Archie Alexander,,1888-05-14 00:00:00
Archie Miller,,"June 8, 1886"
Archie D. Sanders,,"June 17, 1857"
The Lord Hamilton of Epsom,,1941-12-30 00:00:00
Archie Cameron,,1895-03-22 00:00:00
The Lord Hamilton of Epsom,,1941-12-30 00:00:00
Archie Gubbrud,Archibald Maxwell Gubbrud,"December 31, 1910"
Archie Spigner,,1928-08-27 00:00:00
Archie Norman,,1954-05-01 00:00:00
Archie Norman,,1954-05-01 00:00:00
Archie Owen Dawson,Archie Owen Dawson,1898-10-09 00:00:00
Ardolph L. Kline,Ardolph Loges Kline,1858-02-21 00:00:00
Ard van der Steur,Gerard Adriaan van der Steur,1969-10-07 00:00:00
Arent Schuyler Crowninshield,,1843-03-14 00:00:00
The Lord Kirkwood of Kirkhope,,1946-04-22 00:00:00
Ardolph L. Kline,Ardolph Loges Kline,1858-02-21 00:00:00
The Lord Kirkwood of Kirkhope,,1946-04-22 00:00:00
Arden L. Bement Jr.,,"May 22, 1932"
Arenda Wright Allen,Arenda Lauretta Wright,1960-12-09 00:00:00
Archimedes of Syracuse,Ἀρχιμήδης,
Arent Schuyler,Arent Philipse Schuyler,1662-06-25 00:00:00
Arese Carrington,Arese Ukpoma,1958
The Viscount Chilston,Aretas Akers,21 October 1851
Argue Martin,D'Arcy Argue Counsell Martin,1898-10-23 00:00:00
Argie Johnson,,
Aretas B. Fleming,,1839-10-15 00:00:00
Ari Emanuel,Ariel Zev Emanuel,1961-03-29 00:00:00
Arianna Huffington,Ariadnē-Anna Stassinopoúlou,1950-07-15 00:00:00
Arie Pais,Aäron Pais,1930-04-16 00:00:00
Arif Alvi,,1949-08-29 00:00:00
Arie Slob,,1961-11-16 00:00:00
Aristides Baltas,,1943-02-09 00:00:00
Aristóbulo Istúriz,Aristóbulo Istúriz Almeida,1946-12-20 00:00:00
Arkadiy Abramovich,Arkadiy Romanovich Abramovich,1993-09-14 00:00:00
Arlan Stangeland,Arlan Inghart Stangeland,1930-02-08 00:00:00
Aristotle Onassis,Αριστοτέλης Ωνάσης,1906-01-20 00:00:00
Arlan Meekhof,,1959-11-28 00:00:00
Aristide Briand,Aristide Pierre Henri Briand,1862-03-28 00:00:00
Arlen Erdahl,,1931-02-27 00:00:00
Arlen F. Gregorio,Arlen Foster Gregorio,1931-09-11 00:00:00
Arlen Siegfreid,,1946-08-23 00:00:00
Arlene Becker,,1948-12-27 00:00:00
Arlene Singer,,1948-10-10 00:00:00
Arlene Perly Rae,,Arlene Perly
Arlene Setzer,,1944-03-02 00:00:00
Arlen Specter,,1930-02-12 00:00:00
Arlene Stringer-Cuevas,Arlene Gluss,1933-09-25 00:00:00
Arline Friscia,,1934-11-13 00:00:00
Arlyn Phoenix,Arlyn Sharon Dunetz,1944-12-31 00:00:00
Armand Lavergne,Armand Renaud Lavergne,1880-02-21 00:00:00
Arlin Adams,Arlin Marvin Adams,1921-04-16 00:00:00
Armand Arabian,,"December 12, 1934"
Armando Montano,,1928-10-10 00:00:00
Armando Bonilla,Armando Omar Bonilla,1967 (age 54–55)
Armistead Burt,,1802-11-13 00:00:00
Armisted L. Boothe,,"September 23, 1907"
Armistead Churchill Gordon,,1855-12-20 00:00:00
Armistead I. Selden Jr.,"Armistead Inge Selden, Jr.",1921-02-20 00:00:00
Armistead Mason,Armistead Thomson Mason,1787-08-04 00:00:00
Armando Valladares,Armando Valladares Perez,1937-05-30 00:00:00
Armistead Mason Dobie,Armistead Mason Dobie,1881-04-15 00:00:00
Armond Budish,,1953-06-02 00:00:00
Arne Øien,,1928-12-22 00:00:00
Arnaldo Forlani,,1925-12-08 00:00:00
Arnaud Montebourg,,1962-10-30 00:00:00
Arne Duncan,Arne Starkey Duncan,1964-11-06 00:00:00
Arne Skauge,,1948-01-27 00:00:00
Arne Nilsen,,1924-01-21 00:00:00
Arne Carlson,Arne Helge Carlson,1934-09-24 00:00:00
Arno H. Denecke,,1916-05-07 00:00:00
Arnold A. Chacón,,1956 (age 65–66)
Arnie Roblan,,1948-04-08 00:00:00
Arnie Morton,Arnold Morton,1922
Arnold J. Levine,,"July 30, 1939"
Arnold Danford Patrick Heeney,,1902-04-05 00:00:00
,,
Arnold Kanter,Arnold Lee Kanter,1945-02-27 00:00:00
Arnold Lewis Raphel,Arnold Lewis Raphel,1943-03-16 00:00:00
Arnold Morley,,18 February 1849
Arnold Krekel,Arnold Krekel,1815-03-12 00:00:00
Arnold S. Naudain,,1790-01-06 00:00:00
Arnold Koller,,1933-08-29 00:00:00
Arnold Olsen,,1916-12-17 00:00:00
Sir Arnold Nordmeyer,,1901-02-07 00:00:00
,,1883-09-19 00:00:00
Arnold Rüütel,,1928-05-10 00:00:00
Arnold Spielberg,Arnold Meyer Spielberg,1917-02-06 00:00:00
Arnold Cantwell Smith,,1915-01-18 00:00:00
Arnold Wienholt Sr,Arnold Wienholt,1826-01-22 00:00:00
Arnold Wienholt,,1877-11-25 00:00:00
Arnold Williams,,1898-05-21 00:00:00
Arnold Hodson,,12 February 1881
Arsène Pujo,,1861-12-16 00:00:00
Arnoldus Vanderhorst,,1748-03-21 00:00:00
Art Eggleton,,1943-09-29 00:00:00
Art Linares,,1987-10-31 00:00:00
Arthur J. Hanes,,"October 19, 1916"
Art Agnos,Arthouros Agnos,1938-09-01 00:00:00
Arthur L. Schmidt,,1927-05-01 00:00:00
Art Cowie,,1934-09-17 00:00:00
,,
Arthur Phillips,,1930-09-12 00:00:00
Art Robinson,,1942-03-24 00:00:00
,,
,,
Arta Dade,,1953-03-15 00:00:00
Art Wittich,,"December 25, 1957"
Art Torres,,1946-09-24 00:00:00
Artemas Ward,,1727-11-26 00:00:00
Artemas Hale,,1783-10-20 00:00:00
Arthenia Joyner,,1943-02-03 00:00:00
Arthur Ainslie Ageton,,1900-10-25 00:00:00
Artemas Ward Jr.,,1762-01-09 00:00:00
Arthur-Joseph Lapointe,,1895-02-13 00:00:00
Arthur A. Hartman,Arthur Adair Hartman,1926-03-12 00:00:00
Arthur A. Koscinski,Arthur A. Koscinski,1887-04-01 00:00:00
Art Link,,1914-05-24 00:00:00
Arthur A. Will,,1871-05-22 00:00:00
Arthur Melland Asquith,,1883-04-24 00:00:00
The Viscount Valentia,,1843-08-23 00:00:00
Arthur B. Clark,,1888-08-03 00:00:00
The Earl of Anglesey,,1614-07-10 00:00:00
Arthur Atkinson,Arthur Richmond Atkinson,1863-08-05 00:00:00
The Earl of Anglesey,,
Arthur Byron Jenks,,"October 15, 1866"
Arthur Culvahouse,,1948-07-04 00:00:00
Arthur B. Ingram,,
Arthur Langlie,Arthur Bernard Langlie,"July 25, 1900"
Arthur Bonnell Schirmer Jr.,,"February 24, 1933"
Arthur B. Rouse,,1874-06-20 00:00:00
The Earl Baldwin of Bewdley,,1904-03-22 00:00:00
Arthur Blakeley,,1886-07-03 00:00:00
Sir Arthur Benson,Arthur Edward Trevor Benson,1907-12-21 00:00:00
The Earl of Balfour,Arthur James Balfour,1848-07-25 00:00:00
The Lord Stamfordham,Arthur John Bigge,1849-06-18 00:00:00
Arthur Bliss Lane,,1894-06-16 00:00:00
The Lord Bottomley,Arthur George Bottomley,7 February 1907
Sir Arthur Blyth,,1823-03-19 00:00:00
Arthur Bowers,,1919-02-16 00:00:00
Arthur Boyer,,1851-02-09 00:00:00
Arthur Bridges,,1901-11-19 00:00:00
Arthur Brown,,1843-03-08 00:00:00
Arthur Brisbane,,"December 12, 1864"
Arthur Canfield Wheeler,,1856-08-26 00:00:00
Arthur Mellette,Arthur Calvin Mellette,1842-06-23 00:00:00
Arthur C. Harman,Arthur C. Harman,1854-03-06 00:00:00
The Earl of Essex,,c. 1631
Richard Nixon,Richard Milhous Nixon,1913-01-09 00:00:00
Arthur Capper,,1865-07-14 00:00:00
Arthur Carter Denison,Arthur Carter Denison,1861-11-10 00:00:00
Arthur Cooper,Arthur Charles Cooper,May 1864
Arthur Calwell,Arthur Augustus Calwell,1896-08-28 00:00:00
Arthur Cyprian Harper,,1866
Arthur Cheney Train,,1875-09-06 00:00:00
Arthur Brooks,,1936-05-08 00:00:00
The Lord Cockfield,,1916-09-28 00:00:00
Arthur Creech Jones,,1891-05-15 00:00:00
Arthur D. Hay,,"October 24, 1884"
The Lord Templemore,Arthur Claud Spencer Chichester,1880-09-12 00:00:00
Arthur Daniel Healey,Arthur Daniel Healey,1889-12-29 00:00:00
Arthur Dobbs,,1689-04-02 00:00:00
Arthur Spatt,Arthur Donald Spatt,1925-12-13 00:00:00
Arthur Drakeford,,1878-04-26 00:00:00
Arthur Donaldson,,1901-12-13 00:00:00
Arthur Deakin,,1890-11-11 00:00:00
Arthur F. Earley,,"September 4, 1925"
Arthur Dunkel,,1932-08-26 00:00:00
Arthur Edward Ross,,1870-06-09 00:00:00
Arthur Moore,Arthur Edward Moore,1876-02-09 00:00:00
Arthur Elliott,,17 December 1846
Arthur Burns,Arthur Frank Burns,1904-04-27 00:00:00
Arthur F. Lederle,Arthur F. Lederle,1887-11-25 00:00:00
Sir Arthur Fadden,Arthur William Fadden,1894-04-13 00:00:00
Arthur Fenner,,1745-12-10 00:00:00
The Earl of Liverpool,,1870-05-27 00:00:00
Arthur Faulkner,,1921-11-20 00:00:00
Sir Arthur Bower Forwood,,1836-06-23 00:00:00
Arthur Morley Francis,Arthur Morley Francis,1828
Arthur Griswold Crane,,"September 1, 1877"
Arthur O. Eve,,1933-03-23 00:00:00
Arthur Hawthorn,Arthur George Clarence Hawthorn,1859-10-31 00:00:00
Arthur Sorlie,,"April 26, 1874"
Arthur Goldberg,Arthur Joseph Goldberg,1908-08-08 00:00:00
The Earl of Arran,,1938-07-14 00:00:00
Arthur Gratias,,1920-05-01 00:00:00
Arthur G. Dewalt,,1854-10-11 00:00:00
Arthur Greenup,,1902-07-11 00:00:00
The Earl of Arran,Arthur Kattendyke Strange David Archibald Gore,1910-07-05 00:00:00
Arthur Flemming,,1905-06-12 00:00:00
Sir Arthur Griffith-Boscawen,,18 October 1865
Arthur Guest,,1841-11-07 00:00:00
Arthur Greenwood,,8 February 1880
Arthur Hiram Day,,1890-02-01 00:00:00
Arthur Guinness (II),,12 March 1768
Arthur H. Connolly Jr.,,1911-05-23 00:00:00
Arthur H. Hayes Jr.,,1933-07-18 00:00:00
The Lord Stanmore,,1829-11-26 00:00:00
Arthur Vandenberg Jr.,Arthur Hendrick Vandenberg Jr.,1907-06-30 00:00:00
,,14 November 1917
Sir Arthur Havelock,,1844-05-07 00:00:00
Arthur Hathaway Hewitt,,"May 10, 1858"
Arthur Vandenberg,Arthur Hendrick Vandenberg,1884-03-22 00:00:00
Arthur Hawley Scribner,,1859-03-15 00:00:00
Arthur Hawthorn,Arthur George Clarence Hawthorn,1859-10-31 00:00:00
"Sir Arthur Freeling, Bt",,1820-07-26 00:00:00
Arthur Guinness,,1725-09-24 00:00:00
The Lord Rowley,,27 August 1893
"Arthur Herbert, 1st Earl of Torrington",,c.1648
Arthur Hollis Edens,,1901-02-14 00:00:00
Sir Arthur Hodgson,Arthur Hodgson,1818-06-29 00:00:00
Arthur Henderson,,13 September 1863
The Lord Rankeillour,,7 May 1897
Arthur J. Gajarsa,Arthur Joseph Gajarsa,1941-03-01 00:00:00
Arthur Hornblow Jr.,,1893-03-15 00:00:00
Sir Arthur Hunter Palmer,,1819-12-28 00:00:00
Arthur I. Boreman,Arthur Inghram Boreman,1823-07-24 00:00:00
Arthur Altmeyer,,1891-05-08 00:00:00
Arthur James Schwab,Arthur James Schwab,1946-12-07 00:00:00
Arthur J. O'Keefe,,1876-11-08 00:00:00
Arthur James McEvoy (Known as A.J. McEvoy),,1882-05-06 00:00:00
Arthur Jehu Stanley Jr.,Arthur Jehu Stanley Jr.,1901-03-21 00:00:00
Arthur James,Arthur Horace James,1883-07-14 00:00:00
Arthur J. Tuttle,Arthur J. Tuttle,1868-11-08 00:00:00
Arthur Johnson Mellott,Arthur Johnson Mellott,1888-08-30 00:00:00
Arthur K. Smith,,1937-08-15 00:00:00
Arthur Kenneth Reading,,"March 9, 1887"
Arthur Katzman,,"September 21, 1903"
Arthur K. Watson,Arthur Kittredge Watson,1919-04-23 00:00:00
Arthur Kenneth Reading,,"March 9, 1887"
Arthur Kroeger,,1932-09-07 00:00:00
The Earl of Kintore,Arthur George Keith-Falconer,1879-01-05 00:00:00
Arthur Laban Bates,,1859-06-06 00:00:00
Sir Arthur Kennedy,,1809-04-05 00:00:00
Arthur L. Haywood III,,1957-01-28 00:00:00
Arthur L. Selland,Arthur Leonard Selland,1905-12-31 00:00:00
Arthur L. Miller,Arthur Lewis Miller,1892-05-24 00:00:00
Arthur Lake,Arthur Silverlake Jr.,1905-04-17 00:00:00
"Lewis ""Arthur"" Larson",,"July 4, 1910"
The Lord Wenlock,,1860-11-12 00:00:00
,,2000-10-14 00:00:00
Arthur Levitt,Arthur Levitt Jr.,1931-02-03 00:00:00
Arthur Lehman Goodhart,,1 March 1891
Arthur Lee,,1740-12-20 00:00:00
Arthur Lewis,,1882-04-22 00:00:00
The Viscount Lee of Fareham,Arthur Hamilton Lee,1868-11-08 00:00:00
Arthur Livermore,,1766-07-29 00:00:00
Arthur Levitt Sr.,,"June 28, 1900"
Arthur L. Schechter,,1939-12-06 00:00:00
Arthur Matthias Beaupre,Arthur Matthias Beaupre,"July 29, 1853"
Arthur Hyde,Arthur Mastick Hyde,1877-07-12 00:00:00
Arthur MacArthur III,,1876-06-01 00:00:00
Arthur MacArthur IV,,1938-02-21 00:00:00
Arthur M. Schlesinger Jr.,,1917-10-15 00:00:00
Arthur MacArthur Jr.,,1845-06-02 00:00:00
Arthur Macalister,,18 January 1818
Arthur MacArthur Jr.,,1845-06-02 00:00:00
Sir Arthur Marsden,,1883
Arthur Marshall Davis,Arthur Marshall Davis,1907-06-07 00:00:00
Arthur Marx,Arthur Julius Marx,1921-07-21 00:00:00
Arthur Maxwell House,,1926-08-10 00:00:00
Arthur Middleton,,1742-06-26 00:00:00
Arthur Middleton,,"October 29, 1681"
Arthur Middleton,,"October 29, 1681"
Sir Arthur Morgan,,1856-09-19 00:00:00
Arthur Mills,,1816-02-20 00:00:00
Arthur Morgan,,1881
Arthur Morry,Arthur Morry,1854-01-04 00:00:00
Sir Arthur Morse,,25 April 1892
Arthur Mumford Smith,Arthur Mumford Smith,1903-09-19 00:00:00
Arthur Motyer,,"December 15, 1925"
Arthur N. Dare,,1850-05-25 00:00:00
Sir Arthur Myers,,19 May 1868
C. Arthur Ollie,,1941-09-19 00:00:00
Arthur Mutambara,,1966-05-25 00:00:00
Arthur Osborne,,14 March 1891
Arthur Nebe,,1894-11-13 00:00:00
,,1851-03-23 00:00:00
Arthur P. Carpenter,,1867-03-30 00:00:00
Arthur Peronneau Hayne,,1788-03-12 00:00:00
Arthur Pendleton Bagby,,1794
The Earl Peel,,29 May 1901
Arthur A. Piasecki,,1917-05-05 00:00:00
Arthur Leary Piggott,,1749-10-19 00:00:00
The Viscount Peel,,3 August 1829
The Viscount Peel,,3 August 1829
Richard Nixon,Richard Milhous Nixon,1913-01-09 00:00:00
The Lord Ponsonby of Shulbrede,,16 February 1871
Sir Arthur Purves Phayre,,7 May 1812
The Lord Porritt,,1900-08-10 00:00:00
Arthur Pue Gorman,,1839-03-11 00:00:00
Arthur R. Albohn,,1921-12-27 00:00:00
Arthur Pieck,Arthur Heinrich Walter Pieck,28 December 1899
Arthur Ravenel Jr.,,1927-03-29 00:00:00
Arthur Rhodes,,20 March 1859
Arthur Rodgers,,1876-03-20 00:00:00
Arthur Robinson Gould,,1857-03-16 00:00:00
Arthur Rupert Dickey,,1854-08-18 00:00:00
Arthur Rose,,1634
Arthur S. Adams,,1896-07-01 00:00:00
Sir Arthur Rylah,Arthur Gordon Rylah,1909-10-03 00:00:00
The Lord Salter,James Arthur Salter,15 March 1881
Sir Arthur Rutledge,,1843-08-29 00:00:00
The Lord Mancroft,Arthur Michael Samuel,1872-12-06 00:00:00
Arthur Sassoon,Arthur Abraham David Sassoon,1840-05-25 00:00:00
Arthur Sexton,,1892
Arthur Scott Burden,,1879-08-11 00:00:00
Arthur Seligman,,1871-06-14 00:00:00
Arthur Scargill,,1938-01-11 00:00:00
Arthur Seymour,,20 March 1832
Arthur Seyss-Inquart,,1892-07-22 00:00:00
Arthur Flemming,,1905-06-12 00:00:00
Arthur Seyss-Inquart,,1892-07-22 00:00:00
Arthur Sherburne Hardy,,1847-08-13 00:00:00
Arthur Shapton Richards,,1877
Arthur Schopenhauer,,1788-02-22 00:00:00
Arthur Sohmer,,"February 16, 1926"
Arthur Sinodinos,,1957-02-25 00:00:00
Arthur Smith,,1785-11-15 00:00:00
Arthur Skeffington,,1909-09-04 00:00:00
Arthur Spring,,1976-07-05 00:00:00
Arthur Stanley Roe,,
Arthur St. Clair,,1737-03-23 00:00:00
Arthur Sturgis Hardy,,1837-12-14 00:00:00
Arthur Stephen Lane,Arthur Stephen Lane,1910-12-26 00:00:00
Arthur Stanley,,1869-11-18 00:00:00
Arthur Summerfield,,1899-03-17 00:00:00
Arthur T. Hannett,,1884-02-17 00:00:00
Arthur T. LaPrade,,"March 3, 1895"
Arthur T. Vanderbilt,,"July 7, 1888"
Arthur Turner,,1950-12-02 00:00:00
Arthur Tarnow,,1942-02-03 00:00:00
Arthur Vidrine,,1896-12-20 00:00:00
Arthur Vivian Watkins,,1886-12-18 00:00:00
The Lord Harvey of Prestbury,Arthur Vere Harvey,1906-01-31 00:00:00
Arthur Tobin,Arthur Henry Tobin,1930-05-22 00:00:00
Arthur W. Aleshire,,1900-02-15 00:00:00
Arthur W. Coolidge,Arthur William Coolidge,"October 13, 1881"
Arthur W. Kopp,,"February 28, 1874"
Arthur William Hummel Jr.,,1920-06-01 00:00:00
Arthur Watts,,1897-05-26 00:00:00
The Duke of Wellington,,1807-02-03 00:00:00
Arthur W. Radford,,1896-02-27 00:00:00
Arthur Werner,,15 April 1877
Arthur Walsh,,1896-02-26 00:00:00
Arthur Wheen,,1897-02-09 00:00:00
The Viscount Kilwarden,,19 January 1739
Arthur de Rothschild,,1851-03-28 00:00:00
Artur Lima,Artur Manuel Leal da Lima,1963-05-23 00:00:00
Arturo Mario Luigi Parisi,,1940-09-13 00:00:00
Arturo Valenzuela,,1944-01-23 00:00:00
Arturo Herbruger Asturias,,1912-06-03 00:00:00
Arve Lønnum,,1911-10-02 00:00:00
Arundhati Ghose,,1939-11-25 00:00:00
Arvils Ašeradens,,1962-12-30 00:00:00
Arvid Johanson,Arvid Helmer Johanson,1929-02-03 00:00:00
Ary S. Graça F°,,1943-04-23 00:00:00
Arundhati Roy,,1959-11-24 00:00:00
Asa Aldis,,1770-04-14 00:00:00
Arvonne Fraser,Arvonne Skelton,1925-09-01 00:00:00
Asa Child,,1798-12-02 00:00:00
Asa Biggs,Asa Biggs,1811-02-04 00:00:00
The Duke of Wellington,Arthur Wesley,1 May 1769
Asa Fitch,,1765-11-10 00:00:00
Asa D. Watkins,Asa Dickinson Watkins,1859-08-27 00:00:00
Asa H. Willie,,1829-10-11 00:00:00
Asa Grover,,1819-02-18 00:00:00
Asa Lyon,,1763-12-31 00:00:00
Asa Lovejoy,,"March 14, 1808"
Asa Messer,,1769-05-31 00:00:00
Asahel Wellington Jones,,1838-09-18 00:00:00
Asa Wentworth Tenney,Asa Wentworth Tenney,1833-05-20 00:00:00
Asa Smith,,1829-10-23 00:00:00
Asa Burr Woodward,,1830-03-31 00:00:00
Asaduzzaman Khan,,", "
Asahel Peck,,September 1803
Asa Smith Bushnell,,1834-09-16 00:00:00
Asbjørn Jordahl,Asbjørn Reidar Jordahl,1932-12-12 00:00:00
Asbjørn Haugstvedt,,1926-11-20 00:00:00
Asahel Stearns,,1774-06-17 00:00:00
Asbury Dickins,,1780
Asif Ahmad Ali Daula,,1940-10-21 00:00:00
Asbury Francis Lever,,1875-01-05 00:00:00
Asbury Churchwell Latimer,,1851-07-31 00:00:00
Ashar Aziz,Ashar Aziz Butt,1959 (age 62–63)
Ashbel Parsons Willard,Ashbel Parsons Willard,"October 31, 1820"
Ashbel H. Barney,Ashbel Holmes Barney,1816-09-02 00:00:00
Ash Carter,Ashton Baldwin Carter,1954-09-24 00:00:00
Dr Asha–Rose Migiro,,1956-07-09 00:00:00
Ashbel Parsons Willard,Ashbel Parsons Willard,"October 31, 1820"
Asher B. Bates,,1810-05-02 00:00:00
Asheik Jarma,,
Asher Lopatin,,"September 1, 1964"
Asher Robbins,,1761-10-26 00:00:00
Sir Ashley Fox,,1969-11-15 00:00:00
Ashley Goldsworthy,Ashley William Goldsworthy,1935-11-22 00:00:00
Ashley Mulgrave Gould,Ashley Mulgrave Gould,1859-10-08 00:00:00
Ashley Biden,Ashley Blazer Biden,1981-06-08 00:00:00
Ashley Estes Kavanaugh,Ashley Jean Estes,1974-11-04 00:00:00
Ashley Estes Kavanaugh,Ashley Jean Estes,1974-11-04 00:00:00
Ashley Dawson,,
Ashitey Trebi-Ollennu,,
Ashley Hicks,Ashley Louis David Hicks,1963-07-18 00:00:00
Ashok Gehlot,,1951-05-03 00:00:00
Ashraf Jehangir Qazi,,1942 (age 79–80)
Ashtar Ausaf Ali,,1956-06-19 00:00:00
Ashton C. Shallenberger,Ashton Cokayne Shallenberger,1862-12-23 00:00:00
Ashton Calvert,,1945-11-09 00:00:00
Ashok Kumar,,1956-05-28 00:00:00
Ashton Hilliard Williams,Ashton Hilliard Williams,1891-08-15 00:00:00
Asle Jorgenson Gronna,,1858-12-10 00:00:00
Asoka Jayawardena,,
Assunção Cristas,,1974-09-28 00:00:00
Asif J. Chaudhry,Asif J. Chaudhry,"Nindowal, "
Asif Ali Zardari,,1955-07-26 00:00:00
Astrid Gjertsen,,1928-09-14 00:00:00
Athol Richardson,,15 May 1897
Athanasius Kircher,,1602-05-02 00:00:00
Athina Onassis,Athina Hélène Roussel,1985-01-29 00:00:00
Athelston Gaston,,1838-04-24 00:00:00
Astrid S. Tuminez,,1964-08-08 00:00:00
Athole Shearer,Athole Dane Shearer,1900-11-20 00:00:00
Athol Townley,Athol Gordon Townley,1905-10-03 00:00:00
Athos Valsecchi,,1919-11-26 00:00:00
Atiku Abubakar,,1946-11-25 00:00:00
Athina Onassis,Athina Hélène Roussel,1985-01-29 00:00:00
Lieutenant General M Atiqur Rahman,,1931-09-01 00:00:00
Atlee Pomerene,,1863-12-06 00:00:00
Attila Brungs,,1972
Atishi Singh,,1981-06-08 00:00:00
Ato Ahwoi,,
Atterson W Rucker,,1847-04-03 00:00:00
Attilio Piccioni,,1892-06-14 00:00:00
Attilio Fontana,,1952-03-28 00:00:00
Attilio Ruffini,,1924-12-31 00:00:00
Attila Mesterházy,,1974-01-30 00:00:00
Attje Kuiken,Attje Harma Kuiken,1977-10-27 00:00:00
Atul Keshap,,June 1971 (age 50)
Auberon Herbert,Auberon Edward William Molyneux Herbert,1838-06-18 00:00:00
The Lord Lucas,,25 May 1876
Atzo Nicolaï,,1960-02-22 00:00:00
Atul Gawande,,1965-11-05 00:00:00
The Lord Lucas,,25 May 1876
Aubert C. Dunn,Aubert Culberson Dunn,1896-11-20 00:00:00
Aubrey Begg,,9 April 1929
Aubrey Dunn Sr.,Aubrey Lyle Dunn,1928-03-25 00:00:00
Aubrey Dunn Jr.,,"January 21, 1956 (aged 65)"
Aubrey Eugene Robinson Jr.,Aubrey Eugene Robinson Jr.,1922-03-30 00:00:00
Aubrey Abbott,,1886-05-04 00:00:00
Aubrey Herbert,Aubrey Nigel Henry Molyneux Herbert,3 April 1880
The Earl of Munster,,1862-06-07 00:00:00
Aubrey Layne,"Aubrey Lee Layne, Jr.",1956-06-19 00:00:00
A.W. Dirlam,,1913-10-20 00:00:00
Aubrey George Spencer,,8 February 1795
Audley Rawson,William Audley Rawson,1893-04-05 00:00:00
Audre Lorde,,1934-02-18 00:00:00
Audie Elizabeth Bock,,1946-10-15 00:00:00
Audrey Azoulay,,1972-08-04 00:00:00
The Lord Geddes,Auckland Campbell Geddes,21 June 1879
Audra Strickland,,1974-07-10 00:00:00
The Lord Geddes,Auckland Campbell Geddes,21 June 1879
Audrey B. Collins,Audrey Anne Brodie,1945-06-12 00:00:00
Audrey Bilger,Audrey Sue Bilger,
The Lady Callaghan of Cardiff,Audrey Elizabeth Moulton,1915-07-28 00:00:00
Audrey Dufeu-Schubert,,1980-06-03 00:00:00
Audrey Gibson,,1956-03-15 00:00:00
The Baroness Hylton-Foster,,1908-05-19 00:00:00
Audrey Fleissig,,1955-04-14 00:00:00
Audrey Gruger,Audrey Lindgren Gruger,1930-05-17 00:00:00
Audrey McCall,Audrey Grace Owen,1915-02-26 00:00:00
Audrey Moore,Audrey Campbell Moore,1928-12-28 00:00:00
Audrey McLaughlin,Audrey Marlene Brown,1936-11-07 00:00:00
Audrey Wise,Audrey Brown,1932-01-04 00:00:00
Senator Abdullahi idris Umar,,1959-12-28 00:00:00
Audronius Ažubalis,,1958-01-17 00:00:00
Audun Lysbakken,,1977-09-30 00:00:00
Audri Mukhopadhyay,,1974
August Bebel,Ferdinand August Bebel,22 February 1840
August Belmont II,,1853-02-18 00:00:00
August Belmont,Aron Belmont,1813-12-08 00:00:00
August Belmont,Aron Belmont,1813-12-08 00:00:00
August Belmont,Aron Belmont,1813-12-08 00:00:00
August Belmont II,,1853-02-18 00:00:00
Audrey Hepburn,Audrey Kathleen Ruston,1929-05-04 00:00:00
August H. Andresen,,1890-10-11 00:00:00
August Lindbergh,Ola Månsson,1808-05-12 00:00:00
August Heckscher II,,1913-09-16 00:00:00
August P. Mardesich,August Paul Mardesich,1920-02-11 00:00:00
August Weismann,,1834-01-17 00:00:00
August Pfluger,August Lee Pfluger II,1978-12-28 00:00:00
August Schleicher,,1821-02-19 00:00:00
Auguste Davezac,,1780-05-30 00:00:00
Sir Auguste-Réal Angers,,1837-10-04 00:00:00
Auguste Champetier de Ribes,,30 July 1882
Augusta Harvey Worthen,,Augusta Harvey
Augustin-Louis Cauchy,,1789-08-21 00:00:00
Auguste Comte,Isidore Marie Auguste François Xavier Comte,1798-01-19 00:00:00
Augustin Laurent,,1896-09-06 00:00:00
Augustine B. Kelley,Augustine Bernard Kelley,1883-07-09 00:00:00
